	text_A	label
1890	"I had been having a heated argument with a lover - whose á intention was that we should marry in the near future - and was á rejected by her when I started to cry. When I stopped crying for á a moment she said \There, have you got it all out now ?\""."""	anger
1892	I discovered some pornographic literature in a workmates drawers. á The literature featured pictures of naked women defecating on one á another.	disgust
1898	During an argument an acquaintance accused me of having insulted á her parents by having had sex in their house which they á overheard.	shame
1899	A girl whom I hadn't seen for a period of time told me that she á had been pregnant and had an abortion - I was the father.	guilt
1900	When my boyfriend last told me he loved me after I gave him an á impulsive kiss.	joy
1901	When my boyfriend was leaving to go home one night, I had a very á deep sense of uneasiness and an unwarranted fear that I wouldn't á see him again.	fear
1903	Death of paternal grandmother to whom I was very close - died of á cancer.	sadness
1905	I feel shame every time I think of very dear friends of mine á abroad who were family to me for a year, and now 2 years later, I á have attempted, but have not actually gone through with á corresponding with them, to express my feelings and gratitude.	shame
1907	When I thought that my high school love and I had a mutual á emotion.	joy
1908	I was on my surf ski. Rather large waves to strong current á separated me from my ski and we both began to drift slowly á (actually rather quickly) away to sea. The direction I was á drifting in was taking me straight over a reef on which rather á large sharks were constantly being caught. (I was alone with no á one to help me).	fear
1909	I was enjoying the company of bird life while I was eating lunch á in a park when a group of people began throwing sticks at some of á the birds - for no reason other than the satisfaction of seeing á them being scared away.	anger
1910	When I left my sister's house after staying there for a few days. á She has two little boys, and they are very warm people (the á family). At the time, I was in need of this sort of contact, and á I grew very fond of children (no, I'm not a paedophiliac).	sadness
1911	When my father revealed inconsistent morals.	disgust
1913	Leaving home when my mother thought I had no reason to go and á felt that I was rejecting her. She is a constantly depressed á person (a bit of a worry-wort) and I felt guilty about having á given her this additonal problem.	guilt
1914	I'd just got the top mark in an exam.	joy
1916	I was at the corner shop, which I patronise regularly I had only á a $ 50 note and I purchased about $ 3 worth of goods that I á really needed - the keeper made sarcastic remarks to others about á people using him to cash notes.	anger
1917	My mother died of cancer after a 4 year illness - I think the á most pregnant moment of sadness was the next morning, just as the á sun rose.	sadness
1920	I stole 5c from my mother's purse for a choo-choo bar - I was 6.	guilt
1923	When my rights to use a shared house had been usurped by á co-owners out of pure selfishness.	anger
1924	At rejection / being ignored by a loved person held in great á esteem.	sadness
1925	"Viewing the nuclear war film \Threads\""."""	disgust
1927	Guilt at having pressed another person to expose/explore his á personal weaknesses/faults, to the extent that the other person á was made to feel terrible/defensive.	guilt
